time_stamp	px_state	py_state	v_state	yaw_angle_state	yaw_rate_state	sensor_type	NIS	px_measured	py_measured	px_ground_truth	py_ground_truth	vx_ground_truth	vy_ground_truth
1477010460850000	-21.6892	-8.77043	5.10599	2.83428	0.245841	radar	1.39069e-309	-21.9514	-7.41274	-21.8754	-8.60465	-4.2827	2.20712
1477010460900000	-21.9592	-8.59619	5.97737	2.70795	-0.318327	lidar	1.29445e-321	-21.9793	-8.57089	-22.0881	-8.49143	-4.22007	2.32043
1477010460950000	-22.2053	-8.48068	5.97737	2.69204	-0.318327	radar	1.39069e-309	-22.1914	-7.70392	-22.2975	-8.37258	-4.15437	2.43232
1477010461000000	-22.556	-8.35988	6.88037	2.73718	-0.0718916	lidar	1.29445e-321	-22.5838	-8.35296	-22.5035	-8.24817	-4.08564	2.5427
1477010461050000	-22.8471	-8.23577	6.88037	2.73359	-0.0718916	radar	1.39069e-309	-22.3177	-8.57758	-22.7061	-8.11829	-4.01391	2.65145
1477010461100000	-22.9957	-7.73018	7.29339	2.15652	-2.51844	lidar	1.29445e-321	-22.9861	-7.6724	-22.9049	-7.98301	-3.93923	2.75848
1477010461150000	-23.1663	-7.43639	7.29339	2.0306	-2.51844	radar	1.39069e-309	-23.2693	-8.32031	-23.1	-7.84243	-3.86163	2.8637
1477010461200000	-23.4643	-7.49297	5.69544	2.36276	-0.570169	lidar	1.29445e-321	-23.4777	-7.56583	-23.2911	-7.69663	-3.78118	2.967
1477010461250000	-23.6507	-7.30288	5.69544	2.33425	-0.570169	radar	1.39069e-309	-23.473	-7.02103	-23.4781	-7.54572	-3.69792	3.06828
1477010461300000	-23.5955	-7.31241	3.36847	2.24689	-0.769937	lidar	1.29445e-321	-23.5408	-7.36069	-23.6609	-7.3898	-3.61191	3.16746
1477010461350000	-23.6897	-7.18861	3.36847	2.2084	-0.769937	radar	1.39069e-309	-24.0505	-6.56968	-23.8393	-7.22897	-3.52321	3.26445
1477010461400000	-23.8937	-7.21526	3.04402	2.5338	0.717642	lidar	1.29445e-321	-23.9384	-7.26171	-24.0132	-7.06336	-3.43189	3.35916
1477010461450000	-24.0055	-7.1402	3.04402	2.56968	0.717642	radar	1.39069e-309	-24.3577	-5.94086	-24.1825	-6.89307	-3.33801	3.45149
1477010461500000	-24.2381	-6.58497	6.29504	1.87947	-2.09751	lidar	1.29445e-321	-24.2574	-6.4352	-24.347	-6.71823	-3.24166	3.54138
1477010461550000	-24.3054	-6.3247	6.29504	1.77459	-2.09751	radar	1.39069e-309	-24.788	-7.18367	-24.5066	-6.53896	-3.14289	3.62873
1477010461600000	-24.3182	-6.36539	4.0537	1.77715	-1.84814	lidar	1.29445e-321	-24.3008	-6.43799	-24.6612	-6.35538	-3.0418	3.71347
1477010461650000	-24.3465	-6.18184	4.0537	1.68474	-1.84814	radar	1.39069e-309	-24.6108	-6.00878	-24.8107	-6.16764	-2.93846	3.79553
1477010461700000	-24.9761	-5.93895	5.45883	2.71379	2.51142	lidar	1.29445e-321	-25.146	-5.91902	-24.955	-5.97587	-2.83295	3.87484
1477010461750000	-25.2052	-5.84997	5.45883	2.83937	2.51142	radar	1.39069e-309	-24.8975	-5.02285	-25.094	-5.7802	-2.72537	3.95132
1477010461800000	-25.2422	-5.66529	4.56969	2.59958	1.09965	lidar	1.29445e-321	-25.1941	-5.64372	-25.2276	-5.58079	-2.61581	4.02492
1477010461850000	-25.4213	-5.56325	4.56969	2.65456	1.09965	radar	1.39069e-309	-25.5328	-5.4399	-25.3556	-5.37777	-2.50435	4.09557
1477010461900000	-25.5712	-5.17197	5.6333	2.19404	-0.894999	lidar	1.29445e-321	-25.5713	-5.10241	-25.4779	-5.1713	-2.39109	4.16322
1477010461950000	-25.7159	-4.96289	5.6333	2.14929	-0.894999	radar	1.39069e-309	-25.0178	-6.55904	-25.5946	-4.96152	-2.27613	4.22781
1477010462000000	-25.724	-4.86999	4.35991	2.06378	-1.12342	lidar	1.29445e-321	-25.6952	-4.89995	-25.7055	-4.7486	-2.15956	4.2893
1477010462050000	-25.814	-4.6921	4.35991	2.00761	-1.12342	radar	1.39069e-309	-25.8162	-4.40681	-25.8105	-4.53268	-2.04149	4.34764
1477010462100000	-25.9377	-4.31677	5.97036	1.86233	-1.46525	lidar	1.29445e-321	-25.9516	-4.26659	-25.9096	-4.31392	-1.92202	4.40279
1477010462150000	-26.0052	-4.05675	5.97036	1.78907	-1.46525	radar	1.39069e-309	-26.8953	-4.43966	-26.0027	-4.0925	-1.80125	4.45471
1477010462200000	-26.1069	-3.70404	6.89881	1.76508	-1.25433	lidar	1.29445e-321	-26.1198	-3.67723	-26.0897	-3.86856	-1.67928	4.50337
1477010462250000	-26.1573	-3.39033	6.89881	1.70236	-1.25433	radar	1.39069e-309	-26.5652	-3.85723	-26.1706	-3.64227	-1.55623	4.54875
1477010462300000	-26.0235	-3.21624	5.7908	1.43879	-2.10691	lidar	1.29445e-321	-25.9974	-3.24722	-26.2453	-3.41381	-1.4322	4.59081
1477010462350000	-25.9727	-2.95022	5.7908	1.33344	-2.10691	radar	1.39069e-309	-26.2976	-3.01078	-26.3138	-3.18332	-1.30729	4.62954
1477010462400000	-26.1265	-2.84581	4.45863	1.54393	-0.759863	lidar	1.29445e-321	-26.1741	-2.87885	-26.376	-2.95098	-1.18162	4.66493
1477010462450000	-26.1167	-2.63963	4.45863	1.50594	-0.759863	radar	1.39069e-309	-26.4681	-3.44967	-26.4319	-2.71697	-1.05529	4.69696
1477010462500000	-26.553	-2.68438	2.32388	2.25892	2.61246	lidar	1.29445e-321	-26.674	-2.73852	-26.4815	-2.48143	-0.928411	4.72562
1477010462550000	-26.6247	-2.60704	2.32388	2.38955	2.61246	radar	1.39069e-309	-26.657	-1.72382	-26.5247	-2.24456	-0.80109	4.75091
1477010462600000	-26.7035	-2.27445	4.13101	2.15525	1.08873	lidar	1.29445e-321	-26.6691	-2.17333	-26.5616	-2.0065	-0.673434	4.77284
1477010462650000	-26.799	-2.12926	4.13101	2.20968	1.08873	radar	1.39069e-309	-26.3248	-1.32261	-26.5921	-1.76744	-0.545553	4.79141
1477010462700000	-26.5385	-1.60884	4.96	1.12614	-3.00679	lidar	1.29445e-321	-26.4671	-1.53207	-26.6161	-1.52753	-0.417552	4.80664
1477010462750000	-26.43	-1.42169	4.96	0.975799	-3.00679	radar	1.39069e-309	-26.4998	-2.19526	-26.6338	-1.28695	-0.289538	4.81852
1477010462800000	-26.5471	-1.16666	5.01478	1.36627	-0.988618	lidar	1.29445e-321	-26.5998	-1.14277	-26.6451	-1.04586	-0.161616	4.8271
1477010462850000	-26.4967	-0.94808	5.01478	1.31684	-0.988618	radar	1.39069e-309	-27.2008	-1.67679	-26.65	-0.804425	-0.0338883	4.83238
1477010462900000	-26.6894	-0.618766	5.36342	1.75331	0.822102	lidar	1.29445e-321	-26.7355	-0.59539	-26.6485	-0.562811	0.0935412	4.83439
1477010462950000	-26.7382	-0.378861	5.36342	1.79442	0.822102	radar	1.39069e-309	-26.9891	0.0351487	-26.6406	-0.321181	0.220572	4.83317
1477010463000000	-26.5107	0.0197032	6.45794	1.31703	-1.34613	lidar	1.29445e-321	-26.4553	0.0602653	-26.6264	-0.0796947	0.347104	4.82874
1477010463050000	-26.4268	0.303249	6.45794	1.24972	-1.34613	radar	1.39069e-309	-26.9537	0.136943	-26.6059	0.161489	0.473041	4.82116
1477010463100000	-26.5801	0.577289	6.10867	1.55888	0.218866	lidar	1.29445e-321	-26.6201	0.57588	-26.5792	0.402213	0.598287	4.81045
1477010463150000	-26.5788	0.861077	6.10867	1.56982	0.218866	radar	1.39069e-309	-26.8241	0.381506	-26.5462	0.642323	0.722748	4.79667
1477010463200000	-26.7062	1.07404	5.64748	1.76732	1.03335	lidar	1.29445e-321	-26.7293	1.06082	-26.5069	0.881666	0.846334	4.77986
1477010463250000	-26.7639	1.32995	5.64748	1.81899	1.03335	radar	1.39069e-309	-25.9562	2.60409	-26.4616	1.12009	0.968955	4.76007
1477010463300000	-26.473	1.45128	4.26056	1.3415	-1.22489	lidar	1.29445e-321	-26.3986	1.42212	-26.4101	1.35745	1.09053	4.73737
1477010463350000	-26.4223	1.64149	4.26056	1.28026	-1.22489	radar	1.39069e-309	-26.5072	-0.563928	-26.3526	1.59361	1.21096	4.71181
1477010463400000	-26.3608	1.79774	4.12427	1.2051	-1.28851	lidar	1.29445e-321	-26.3594	1.79315	-26.2891	1.82841	1.33018	4.68345
1477010463450000	-26.2899	1.96999	4.12427	1.14068	-1.28851	radar	1.39069e-309	-26.3475	1.82827	-26.2197	2.06173	1.44811	4.65235
1477010463500000	-26.2428	2.17354	4.38066	1.16268	-0.943507	lidar	1.29445e-321	-26.2502	2.18481	-26.1444	2.29342	1.56467	4.61859
1477010463550000	-26.1617	2.35219	4.38066	1.11551	-0.943507	radar	1.39069e-309	-26.069	2.27896	-26.0633	2.52336	1.67979	4.58223
1477010463600000	-26.0703	2.75202	6.06648	1.23507	-0.315466	lidar	1.29445e-321	-26.0641	2.80701	-25.9765	2.75141	1.79339	4.54334
1477010463650000	-25.9792	3.00931	6.06648	1.2193	-0.315466	radar	1.39069e-309	-26.3234	3.02388	-25.8841	2.97746	1.90543	4.502
1477010463700000	-25.8474	3.38731	7.19671	1.2102	-0.309316	lidar	1.29445e-321	-25.8345	3.42005	-25.7861	3.20139	2.01582	4.45828
1477010463750000	-25.7285	3.69804	7.19671	1.19473	-0.309316	radar	1.39069e-309	-26.1824	3.73376	-25.6826	3.42306	2.12452	4.41227
1477010463800000	-25.6496	3.69895	5.06243	1.08994	-0.680553	lidar	1.29445e-321	-25.6666	3.63509	-25.5737	3.64239	2.23146	4.36404
1477010463850000	-25.5371	3.90783	5.06243	1.05591	-0.680553	radar	1.39069e-309	-25.5773	3.13316	-25.4596	3.85924	2.3366	4.31367
1477010463900000	-25.6849	4.01977	3.53883	1.33271	0.67225	lidar	1.29445e-321	-25.7492	3.99968	-25.3402	4.07353	2.43989	4.26125
1477010463950000	-25.6501	4.17818	3.53883	1.36633	0.67225	radar	1.39069e-309	-25.3516	3.75691	-25.2157	4.28514	2.54127	4.20686
1477010464000000	-25.1702	4.49258	5.81834	0.588791	-2.70869	lidar	1.29445e-321	-25.0214	4.52803	-25.0863	4.49399	2.64071	4.15058
1477010464050000	-24.9471	4.62064	5.81834	0.453357	-2.70869	radar	1.39069e-309	-24.2719	4.30917	-24.9518	4.69998	2.73817	4.09251
1477010464100000	-24.9799	4.86897	4.73095	0.802233	-0.867724	lidar	1.29445e-321	-25.0363	4.88499	-24.8126	4.90303	2.83361	4.03273
1477010464150000	-24.8273	5.02108	4.73095	0.758846	-0.867724	radar	1.39069e-309	-24.3609	4.95947	-24.6686	5.10304	2.92701	3.97132
1477010464200000	-24.5397	5.31386	6.41567	0.762111	-0.721071	lidar	1.29445e-321	-24.5041	5.35293	-24.5201	5.29995	3.01833	3.90839
1477010464250000	-24.3252	5.51092	6.41567	0.726058	-0.721071	radar	1.39069e-309	-24.4379	5.24592	-24.367	5.49367	3.10754	3.84401
1477010464300000	-24.1136	5.62315	6.12204	0.614195	-1.02814	lidar	1.29445e-321	-24.1159	5.61152	-24.2095	5.68414	3.19464	3.77827
1477010464350000	-23.8779	5.7803	6.12204	0.562789	-1.02814	radar	1.39069e-309	-24.5638	4.75836	-24.0477	5.8713	3.27959	3.71127
1477010464400000	-23.8678	5.94639	4.83365	0.72727	-0.130871	lidar	1.29445e-321	-23.9153	5.94377	-23.8818	6.05508	3.36239	3.64309
1477010464450000	-23.7001	6.0943	4.83365	0.720727	-0.130871	radar	1.39069e-309	-23.5491	6.44495	-23.7117	6.23542	3.44302	3.57383
1477010464500000	-23.6272	6.28002	4.5706	0.868765	0.523734	lidar	1.29445e-321	-23.6471	6.29102	-23.5377	6.41227	3.52148	3.50357
1477010464550000	-23.4947	6.44007	4.5706	0.894951	0.523734	radar	1.39069e-309	-23.7544	6.53746	-23.3598	6.58559	3.59775	3.4324
1477010464600000	-23.083	6.80528	7.40969	0.777327	-0.0937039	lidar	1.29445e-321	-23.0099	6.86182	-23.1781	6.75533	3.67185	3.36041
1477010464650000	-22.8443	7.03861	7.40969	0.772642	-0.0937039	radar	1.39069e-309	-22.7862	5.74143	-22.9928	6.92146	3.74376	3.28768
1477010464700000	-22.6773	7.09524	6.21374	0.672159	-0.494046	lidar	1.29445e-321	-22.6991	7.063	-22.804	7.08393	3.8135	3.21431
1477010464750000	-22.4478	7.27377	6.21374	0.647457	-0.494046	radar	1.39069e-309	-22.418	6.76159	-22.6117	7.24273	3.88106	3.14038
1477010464800000	-22.4549	7.34246	4.34984	0.718301	-0.103926	lidar	1.29445e-321	-22.5083	7.31524	-22.4161	7.39782	3.94647	3.06598
1477010464850000	-22.3026	7.47502	4.34984	0.713104	-0.103926	radar	1.39069e-309	-22.0543	7.85452	-22.2173	7.54917	4.00974	2.99118
1477010464900000	-22.1868	7.6744	4.57839	0.842154	0.46557	lidar	1.29445e-321	-22.1947	7.69478	-22.0154	7.69679	4.07087	2.91607
1477010464950000	-22.0508	7.8299	4.57839	0.865433	0.46557	radar	1.39069e-309	-21.6178	9.0351	-21.8105	7.84064	4.12989	2.84074
1477010465000000	-21.7004	7.94339	5.61961	0.537455	-0.958481	lidar	1.29445e-321	-21.6473	7.94	-21.6026	7.98072	4.18681	2.76526
1477010465050000	-21.4803	8.06725	5.61961	0.489531	-0.958481	radar	1.39069e-309	-21.8637	7.78661	-21.392	8.11703	4.24166	2.68971
1477010465100000	-21.1095	7.88048	5.47765	-0.101098	-3.10413	lidar	1.29445e-321	-21.0853	7.83229	-21.1787	8.24957	4.29447	2.61417
1477010465150000	-20.8629	7.83603	5.47765	-0.256304	-3.10413	radar	1.39069e-309	-20.5503	9.28616	-20.9628	8.37833	4.34526	2.53871
1477010465200000	-20.9693	8.38021	2.51363	0.587163	0.837096	lidar	1.29445e-321	-21.0519	8.50983	-20.7444	8.50333	4.39406	2.46341
1477010465250000	-20.8745	8.44542	2.51363	0.629017	0.837096	radar	1.39069e-309	-19.9265	9.40847	-20.5237	8.62457	4.4409	2.38835
1477010465300000	-20.3343	8.66968	6.29861	0.534421	0.0820519	lidar	1.29445e-321	-20.21	8.68914	-20.3006	8.74206	4.48582	2.31358
1477010465350000	-20.0998	8.80352	6.29861	0.538524	0.0820519	radar	1.39069e-309	-20.2277	8.8532	-20.0753	8.85583	4.52884	2.23919
1477010465400000	-20.0305	8.8839	5.14541	0.597377	0.274826	lidar	1.29445e-321	-20.0633	8.86724	-19.848	8.96589	4.57001	2.16524
1477010465450000	-19.8354	9.01729	5.14541	0.611118	0.274826	radar	1.39069e-309	-19.9264	8.78179	-19.6186	9.07227	4.60937	2.09179
1477010465500000	-19.5138	8.99558	5.38457	0.301635	-1.01063	lidar	1.29445e-321	-19.4861	8.96665	-19.3873	9.17499	4.64694	2.01891
1477010465550000	-19.2765	9.06223	5.38457	0.251104	-1.01063	radar	1.39069e-309	-18.5719	10.2069	-19.1542	9.27409	4.68278	1.94666
1477010465600000	-18.7517	9.17246	7.76608	0.148278	-1.13712	lidar	1.29445e-321	-18.6786	9.19191	-18.9193	9.36959	4.71692	1.8751
1477010465650000	-18.3993	9.21432	7.76608	0.0914224	-1.13712	radar	1.39069e-309	-19.2825	8.98189	-18.6827	9.46154	4.7494	1.80429
1477010465700000	-18.3615	9.44905	5.83053	0.36371	0.213774	lidar	1.29445e-321	-18.4242	9.46852	-18.4446	9.54996	4.78028	1.73429
1477010465750000	-18.1052	9.54674	5.83053	0.374399	0.213774	radar	1.39069e-309	-18.1634	8.72444	-18.2049	9.63492	4.80959	1.66514
1477010465800000	-17.791	9.70906	6.52439	0.447353	0.474631	lidar	1.29445e-321	-17.7736	9.72478	-17.9639	9.71643	4.83737	1.59691
1477010465850000	-17.5192	9.84218	6.52439	0.471085	0.474631	radar	1.39069e-309	-17.2296	9.97767	-17.7214	9.79457	4.86368	1.52964
1477010465900000	-17.3276	9.8972	5.84579	0.431048	0.19589	lidar	1.29445e-321	-17.3436	9.88109	-17.4777	9.86936	4.88856	1.46338
1477010465950000	-17.0807	10.0117	5.84579	0.440843	0.19589	radar	1.39069e-309	-17.1554	10.212	-17.2328	9.94087	4.91205	1.39818
1477010466000000	-16.8809	10.1416	5.69899	0.498444	0.401022	lidar	1.29445e-321	-16.8876	10.145	-16.9868	10.0091	4.93421	1.33408
1477010466050000	-16.6501	10.2696	5.69899	0.518495	0.401022	radar	1.39069e-309	-16.5958	10.1078	-16.7396	10.0743	4.95507	1.27113
1477010466100000	-16.4992	10.3251	5.00496	0.490588	0.196559	lidar	1.29445e-321	-16.5153	10.3091	-16.4915	10.1362	4.97469	1.20937
1477010466150000	-16.2957	10.4343	5.00496	0.500416	0.196559	radar	1.39069e-309	-16.09	10.5824	-16.2424	10.1952	4.99311	1.14883
1477010466200000	-16.0212	10.2498	4.4499	0.0171708	-1.8683	lidar	1.29445e-321	-16.006	10.1843	-15.9924	10.2511	5.01039	1.08956
1477010466250000	-15.818	10.2432	4.4499	-0.0762441	-1.8683	radar	1.39069e-309	-15.7234	10.41	-15.7416	10.3041	5.02655	1.03159
1477010466300000	-15.5817	10.1959	4.81668	-0.216801	-2.04393	lidar	1.29445e-321	-15.5699	10.1904	-15.4899	10.3543	5.04166	0.974957
1477010466350000	-15.3723	10.1387	4.81668	-0.318997	-2.04393	radar	1.39069e-309	-14.2385	10.9109	-15.2376	10.4016	5.05576	0.919692
1477010466400000	-14.9809	10.4004	5.65829	0.278361	0.746574	lidar	1.29445e-321	-14.9365	10.4722	-14.9846	10.4462	5.06889	0.865828
1477010466450000	-14.7351	10.4757	5.65829	0.31569	0.746574	radar	1.39069e-309	-14.724	9.63507	-14.7309	10.4882	5.0811	0.813394
1477010466500000	-14.4251	10.2729	5.83653	-0.137592	-1.23678	lidar	1.29445e-321	-14.4088	10.222	-14.4766	10.5276	5.09243	0.762418
1477010466550000	-14.1603	10.2271	5.83653	-0.199431	-1.23678	radar	1.39069e-309	-13.9005	10.5238	-14.2218	10.5645	5.10293	0.712926
1477010466600000	-13.8246	10.8185	5.9477	0.784444	3.12728	lidar	1.29445e-321	-13.8049	10.9383	-13.9665	10.5989	5.11263	0.664944
1477010466650000	-13.646	11.0273	5.9477	0.940808	3.12728	radar	1.39069e-309	-13.3956	10.7857	-13.7107	10.631	5.12159	0.618496
1477010466700000	-13.3696	10.6869	3.51422	0.25142	-0.327424	lidar	1.29445e-321	-13.3556	10.5517	-13.4545	10.6608	5.12983	0.573603
1477010466750000	-13.2129	10.7252	3.51422	0.235049	-0.327424	radar	1.39069e-309	-12.9374	10.8137	-13.1979	10.6884	5.13741	0.530288
1477010466800000	-12.978	10.9477	4.75404	0.518049	0.927566	lidar	1.29445e-321	-12.9591	11.0099	-12.9409	10.7138	5.14436	0.48857
1477010466850000	-12.7983	11.0576	4.75404	0.564427	0.927566	radar	1.39069e-309	-12.2518	11.2495	-12.6836	10.7373	5.15071	0.448467
1477010466900000	-12.4108	10.7042	4.27969	-0.369777	-2.8591	lidar	1.29445e-321	-12.3713	10.6091	-12.426	10.7587	5.15651	0.409997
1477010466950000	-12.2372	10.6213	4.27969	-0.512732	-2.8591	radar	1.39069e-309	-11.9352	10.9161	-12.1681	10.7783	5.16179	0.373177
1477010467000000	-11.9807	10.936	4.15627	0.237326	0.628753	lidar	1.29445e-321	-11.9451	11.0515	-11.91	10.7961	5.16658	0.338022
1477010467050000	-11.802	10.9836	4.15627	0.268764	0.628753	radar	1.39069e-309	-10.9703	10.9676	-11.6516	10.8121	5.17092	0.304546
1477010467100000	-11.4909	10.9601	5.21487	0.106467	-0.168013	lidar	1.29445e-321	-11.4548	10.9407	-11.393	10.8265	5.17484	0.272761
1477010467150000	-11.2594	10.9822	5.21487	0.0980669	-0.168013	radar	1.39069e-309	-11.3472	10.5111	-11.1342	10.8394	5.17836	0.242681
1477010467200000	-10.6796	10.7266	7.68127	-0.462596	-2.2757	lidar	1.29445e-321	-10.6009	10.6823	-10.8753	10.8509	5.18153	0.214317
1477010467250000	-10.375	10.5523	7.68127	-0.576382	-2.2757	radar	1.39069e-309	-10.6563	10.8369	-10.6161	10.8609	5.18435	0.187679
1477010467300000	-10.3387	10.7938	4.48781	-0.275137	-0.757071	lidar	1.29445e-321	-10.4142	10.8747	-10.3569	10.8697	5.18687	0.162776
1477010467350000	-10.1371	10.7327	4.48781	-0.312991	-0.757071	radar	1.39069e-309	-9.90413	11.2255	-10.0976	10.8772	5.1891	0.139618
1477010467400000	-9.85849	11.0079	4.16326	0.23814	1.7808	lidar	1.29445e-321	-9.83445	11.1032	-9.83809	10.8837	5.19106	0.118212
1477010467450000	-9.67621	11.0603	4.16326	0.32718	1.7808	radar	1.39069e-309	-10.195	10.3498	-9.57852	10.8891	5.19278	0.0985664
1477010467500000	-9.34818	11.0562	5.32077	0.217442	0.897793	lidar	1.29445e-321	-9.3066	11.0348	-9.31887	10.8936	5.19428	0.0806865
1477010467550000	-9.11738	11.1115	5.32077	0.262332	0.897793	radar	1.39069e-309	-9.2226	10.3527	-9.05915	10.8972	5.19557	0.0645787
1477010467600000	-8.80885	11.0843	5.85461	0.118148	0.163767	lidar	1.29445e-321	-8.78899	11.0707	-8.79937	10.9001	5.19667	0.050248
1477010467650000	-8.54249	11.1167	5.85461	0.126336	0.163767	radar	1.39069e-309	-8.83914	10.0319	-8.53953	10.9023	5.19759	0.0376992
1477010467700000	-8.5546	10.734	3.369	-0.457704	-2.29096	lidar	1.29445e-321	-8.62045	10.6577	-8.27965	10.9039	5.19835	0.0269359
1477010467750000	-8.41899	10.6569	3.369	-0.572252	-2.29096	radar	1.39069e-309	-7.91543	11.1157	-8.01974	10.905	5.19896	0.0179617
1477010467800000	-7.70659	10.8592	6.77157	0.354108	2.18997	lidar	1.29445e-321	-7.51971	11.0005	-7.75979	10.9057	5.19942	0.0107791
1477010467850000	-7.43264	10.9798	6.77157	0.463607	2.18997	radar	1.39069e-309	-7.25987	10.6458	-7.49981	10.9061	5.19975	0.00539029
1477010467900000	-7.15431	10.8535	6.32834	0.139362	0.486313	lidar	1.29445e-321	-7.15631	10.815	-7.23983	10.9063	5.19994	0.00179692
1477010467950000	-6.86467	10.8976	6.32834	0.163678	0.486313	radar	1.39069e-309	-7.39396	11.0181	-6.97983	10.9064	5.2	-7.84874e-15
